Traffic_Level,ID,Delivery_person_ID,weather_description,Type_of_order,Type_of_vehicle,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,temperature,humidity,precipitation,Distance (km),TARGET
Low,45D0,MUMRES01DEL01,smoke,Buffet,motorcycle,26,4.6,1.912.663,72.829.976,1.913.663,72.839.976,27.92,57,0,2.15,18.33
Low,641A,MYSRES06DEL02,clear sky,Snack,scooter,24,4.8,12.323.994,76.626.167,12.343.994,76.646.167,20.55,67,0,4.76,17.18
Low,A3A1,JAPRES18DEL02,haze,Drinks,motorcycle,36,4.7,26.913.987,75.752.891,26.933.987,75.772.891,23.64,46,0,4.13,23.06
Low,EDD,VADRES01DEL01,haze,Buffet,scooter,38,4.8,22.307.898,73.167.788,22.347.898,73.207.788,24,64,0,8.49,23.33
Low,8.10E+02,VADRES010DEL01,haze,Drinks,motorcycle,26,4.4,22.310.329,73.169.083,22.320.329,73.179.083,24,64,0,2.9,2.14
Low,4234,COIMBRES03DEL03,haze,Meal,scooter,28,4.9,11.025.083,77.015.393,11.055.083,77.045.393,25.99,73,0,6.51,17.46
Low,24ED,CHENRES03DEL01,mist,Snack,scooter,39,4.2,13.091.809,80.219.104,13.101.809,80.229.104,28.2,82,0,2.48,18.96
Low,2D3B,HYDRES20DEL01,haze,Snack,scooter,38,4.7,17.483.216,78.552.111,17.493.216,78.562.111,22.94,60,0,2.64,17.38
Low,D94E,ALHRES02DEL03,clear sky,Drinks,scooter,35,4.8,25.453.436,81.833.167,25.483.436,81.863.167,25.64,43,0,5.58,24.08
Low,66BB,HYDRES07DEL02,haze,Snack,motorcycle,35,4.6,17.424.114,78.347.554,17.444.114,78.367.554,22.58,60,0,5.71,17.51
Low,31AA,BANGRES14DEL01,haze,Buffet,motorcycle,32,4.4,12.949.934,77.699.386,12.959.934,77.709.386,23.39,73,0,3.08,16.36
Low,8D01,PUNERES01DEL01,clear sky,Meal,motorcycle,39,4.8,18.569.156,73.774.723,18.579.156,73.784.723,22.47,50,0,4.47,15.53
Low,BE5D,MYSRES010DEL01,clear sky,Snack,scooter,37,4.5,12.321.214,76.621.094,12.361.214,76.661.094,20.61,67,0,8.87,2.36
Low,7CAB,VADRES14DEL03,haze,Buffet,scooter,38,4.8,22.311.603,73.165.012,22.341.603,73.195.012,23.99,64,0,6.55,16.85
Low,BB5F,PUNERES01DEL02,clear sky,Buffet,motorcycle,34,4.9,18.569.156,73.774.723,18.589.156,73.794.723,22.47,50,0,5.89,22.13
Low,8086,RANCHIRES13DEL01,mist,Buffet,motorcycle,22,5,23.374.989,85.335.486,23.384.989,85.345.486,20.04,83,0,3.19,20.16
Low,B443,MYSRES12DEL03,clear sky,Snack,scooter,37,4.5,12.284.747,76.625.861,12.314.747,76.655.861,20.38,67,0,7.01,22.55
Low,2CE5,VADRES11DEL02,haze,Drinks,motorcycle,25,4.5,22.308.096,73.167.753,22.328.096,73.187.753,23.99,64,0,5.41,22.75
Low,D4CB,BHPRES05DEL02,clear sky,Drinks,motorcycle,36,4.9,23.214.459,77.434.976,23.234.459,77.454.976,22.18,42,0,5.03,24.13
Low,D929,KOCRES09DEL01,clear sky,Meal,motorcycle,30,4.7,10.000.706,76.349.516,10.010.706,76.359.516,24.91,86,0,2.97,1.52
Low,D53,COIMBRES04DEL03,haze,Drinks,electric_scooter,29,4.6,11.024.839,77.007.003,11.054.839,77.037.003,25.92,73,0,5.97,24.86
Low,CC8F,DEHRES06DEL01,clear sky,Snack,scooter,38,4.9,30.361.281,78.068.022,30.401.281,78.108.022,16.05,79,0,5.73,2.05
Low,A813,COIMBRES18DEL02,haze,Meal,motorcycle,31,5,1.102.091,76.940.432,1.104.091,76.960.432,25.78,73,0,4.6,16.28
Low,CA34,AURGRES09DEL02,haze,Snack,motorcycle,26,4.4,19.874.103,75.368.419,19.894.103,75.388.419,21.94,60,0,3.83,17.08
Low,1057,PUNERES17DEL01,clear sky,Meal,motorcycle,36,4.6,18.530.963,73.828.972,18.540.963,73.838.972,22.35,50,0,2.37,11.48
Low,16DC,HYDRES17DEL01,haze,Buffet,scooter,35,4.9,17.451.976,78.385.883,17.461.976,78.395.883,22.81,60,0,3.86,0.15
Low,667D,INDORES18DEL02,haze,Meal,motorcycle,30,4.5,22.753.839,75.897.429,22.773.839,75.917.429,22.1,60,0,4.37,13.61
Low,2D0F,MYSRES03DEL02,clear sky,Buffet,scooter,30,4.8,12.299.524,7.664.262,12.319.524,7.666.262,20.38,67,0,4.9,18.28
Low,7B8D,MUMRES02DEL01,smoke,Buffet,scooter,29,4.6,19.221.315,72.862.381,19.231.315,72.872.381,27.77,57,0,2.58,18.08
Low,4260,RANCHIRES20DEL01,scattered clouds,Snack,motorcycle,29,4.6,2.339.925,85.390.464,2.346.925,85.460.464,20.27,63,0,10.95,23.11
Low,39CD,COIMBRES14DEL02,haze,Drinks,scooter,30,4.8,11.003.681,76.975.525,11.023.681,76.995.525,25.92,73,0,3.9,21.86
Low,BFFB,LUDHRES06DEL02,clear sky,Snack,motorcycle,35,4.6,30.895.204,75.822.103,30.915.204,75.842.103,24.01,38,0,3.87,15.71
Low,A9D1,COIMBRES19DEL01,haze,Drinks,motorcycle,27,4.7,11.022.298,76.998.349,11.062.298,77.038.349,25.97,65,0,8.05,2.97
Low,260E,HYDRES03DEL02,haze,Drinks,motorcycle,37,4,17.422.819,78.449.578,17.442.819,78.469.578,23.06,60,0,5.27,24.35
Low,4A51,SURRES07DEL03,mist,Snack,motorcycle,21,4.1,21.170.798,72.790.489,21.200.798,72.820.489,24.96,73,0,5.06,23.51
Low,1A7D,HYDRES20DEL02,haze,Buffet,motorcycle,21,5,17.483.216,78.552.111,17.503.216,78.572.111,22.92,60,0,3.75,17.18
Low,5704,CHENRES02DEL01,mist,Snack,scooter,20,4.8,13.086.438,80.220.672,13.096.438,80.230.672,28.21,82,0,2.56,19.86
Low,1662,HYDRES12DEL01,haze,Meal,motorcycle,21,4.8,17.429.585,78.392.621,17.439.585,78.402.621,22.61,60,0,2.17,12.51
Low,E283,ALHRES14DEL01,clear sky,Drinks,motorcycle,30,4.2,25.459.775,81.834.841,25.499.775,81.874.841,25.66,42,0,7.03,29.28
Low,3614,VADRES20DEL02,haze,Buffet,motorcycle,35,4.8,22.311.358,73.164.798,22.331.358,73.184.798,24,64,0,5.29,15.38
Low,9A56,RANCHIRES04DEL02,mist,Buffet,motorcycle,26,4.9,23.359.033,85.325.347,23.379.033,85.345.347,20.08,83,0,3.96,25.45
Low,B6E1,BANGRES12DEL02,haze,Buffet,motorcycle,29,4.8,12.939.496,77.625.999,12.959.496,77.645.999,23.33,72,0,5.58,1.84
Low,3141,PUNERES02DEL02,clear sky,Drinks,motorcycle,34,4.6,1.855.144,73.804.855,1.857.144,73.824.855,22.78,49,0,4.53,2.65
Low,4BF1,MUMRES19DEL01,smoke,Snack,scooter,36,5,19.131.141,72.813.074,1.914.114,72.823.074,28.01,57,0,3.46,24.35
Low,64A1,BANGRES11DEL01,haze,Meal,electric_scooter,24,4.5,12.934.365,77.616.155,12.944.365,77.626.155,23.37,71,0,2.69,15.28
Low,3.00E+28,INDORES01DEL02,haze,Drinks,motorcycle,35,4.6,22.695.207,75.866.059,22.715.207,75.886.059,22.03,60,0,3.93,23.15
Low,3439,CHENRES12DEL01,mist,Buffet,motorcycle,35,4.8,12.972.793,80.249.982,12.982.793,80.259.982,28.56,81,0,3.21,16.43
Low,D1C5,KOLRES03DEL02,haze,Drinks,scooter,35,4.8,22.526.461,88.364.453,22.546.461,88.384.453,28,65,0,3.99,2.48
Low,8BEE,PUNERES18DEL03,clear sky,Snack,motorcycle,20,5,18.593.481,73.785.901,18.623.481,73.815.901,22.6,49,0,6.67,21.86
Low,717D,COIMBRES13DEL03,haze,Buffet,scooter,26,5,11.003.669,76.976.494,11.033.669,77.006.494,25.9,73,0,6.4,20.93
Low,77A1,RANCHIRES20DEL01,scattered clouds,Buffet,scooter,28,4.8,2.339.925,85.390.464,2.346.925,85.460.464,20.27,62,0,10.95,21.15
Low,1.00E+97,COIMBRES06DEL02,haze,Snack,motorcycle,24,4.1,11.021.278,76.995.017,11.041.278,77.015.017,25.89,73,0,4.9,19.95
Low,53F6,HYDRES09DEL02,haze,Snack,scooter,22,4.6,17.431.668,78.408.321,17.451.668,78.428.321,22.8,60,0,5.98,2.41
Low,CDEB,LUDHRES16DEL01,clear sky,Snack,motorcycle,36,4.1,30.895.817,75.813.112,30.935.817,75.853.112,23.8,39,0,8.98,2.38
Low,B010,CHENRES02DEL01,mist,Snack,motorcycle,33,4.9,13.086.438,80.220.672,13.096.438,80.230.672,28.2,82,0,2.56,19.86
Low,3D68,INDORES14DEL03,haze,Snack,scooter,28,4.5,22.761.593,75.886.362,22.791.593,75.916.362,22.16,60,0,6.91,25.75
Low,3BF0,MUMRES16DEL01,smoke,Drinks,motorcycle,32,4.8,19.120.083,72.907.385,19.130.083,72.917.385,27.71,57,0,2.48,25.03
Low,B742,SURRES010DEL03,mist,Snack,motorcycle,29,4.9,2.117.106,72.789.292,2.120.106,72.819.292,24.92,73,0,5.07,23.15
Low,CC0E,AURGRES08DEL02,haze,Drinks,scooter,37,5,19.876.428,75.364.792,19.896.428,75.384.792,21.92,60,0,4.77,2.74
Low,62A2,SURRES19DEL01,mist,Buffet,motorcycle,26,4.7,21.149.669,72.772.629,21.189.669,72.812.629,24.99,73,0,8.01,25.71
Low,6.40E+05,CHENRES12DEL01,mist,Meal,motorcycle,26,4.9,12.972.793,80.249.982,12.982.793,80.259.982,28.56,81,0,3.21,14.41
Low,B87A,MUMRES04DEL01,smoke,Meal,motorcycle,24,4.8,19.254.567,72.848.923,19.264.567,72.858.923,28.03,57,0,3.23,17.25
Low,4557,RANCHIRES08DEL02,mist,Meal,motorcycle,21,4.9,23.353.783,85.326.967,23.373.783,85.346.967,20.1,83,0,4.08,17.61
Low,27EE,MUMRES09DEL02,smoke,Snack,motorcycle,27,4.4,18.994.049,72.825.203,19.014.049,72.845.203,27.99,57,0,6.37,26.75
Low,F7C,CHENRES09DEL01,mist,Drinks,scooter,26,4.9,13.044.694,8.026.147,13.054.694,8.027.147,28.48,81,0,2.29,2.36
Low,AC4E,HYDRES04DEL03,haze,Buffet,motorcycle,23,5,17.411.028,78.329.645,17.441.028,78.359.645,22.64,60,0,6.42,1.96
Low,B459,PUNERES20DEL01,clear sky,Buffet,motorcycle,23,4.7,18.592.718,73.773.572,18.602.718,73.783.572,22.54,50,0,2.77,15.11
Low,86A2,RANCHIRES15DEL02,mist,Buffet,electric_scooter,35,4.4,23.369.746,8.533.982,23.389.746,8.535.982,20.08,83,0,4.97,22.48
Low,B899,CHENRES15DEL02,mist,Meal,motorcycle,31,4.8,13.026.286,80.275.235,13.046.286,80.295.235,28.48,81,0,3.19,14.15
Low,B2B2,COIMBRES04DEL03,haze,Buffet,motorcycle,38,4.6,11.024.839,77.007.003,11.054.839,77.037.003,25.92,73,0,5.97,17.83
Low,8949,RANCHIRES16DEL01,mist,Meal,motorcycle,39,4.9,23.371.292,85.327.872,23.381.292,85.337.872,20.03,83,0,2.26,1.44
Low,AB8,RANCHIRES16DEL02,mist,Drinks,scooter,29,4.6,23.371.292,85.327.872,23.391.292,85.347.872,19.97,83,0,4.12,25.71
Low,E5D,COIMBRES09DEL02,haze,Meal,scooter,29,4.6,11.008.638,76.984.311,11.028.638,77.004.311,25.88,73,0,4.59,15.33
Low,8882,INDORES03DEL02,haze,Meal,scooter,33,5,22.751.857,75.866.699,22.771.857,75.886.699,22.18,60,0,3.93,14.88
Low,7762,RANCHIRES17DEL02,mist,Drinks,motorcycle,24,4.8,23.374.878,85.335.739,23.394.878,85.355.739,20.08,83,0,4.98,31.73
Low,5.80E+02,HYDRES04DEL03,haze,Snack,motorcycle,31,4.6,17.411.028,78.329.645,17.441.028,78.359.645,22.64,60,0,6.42,2.16
Low,8471,MYSRES16DEL03,clear sky,Drinks,scooter,34,4.7,12.316.967,76.603.067,12.346.967,76.633.067,20.47,68,0,6.79,28.48
Low,B9DE,CHENRES15DEL03,mist,Buffet,motorcycle,32,4.8,13.026.286,80.275.235,13.056.286,80.305.235,28.46,81,0,4.84,23.05
Low,4C99,MUMRES15DEL01,smoke,Drinks,motorcycle,21,4.5,19.176.269,72.836.721,19.186.269,72.846.721,27.91,57,0,2.43,25.01
Low,B52A,VADRES03DEL02,haze,Meal,motorcycle,36,4.2,22.32,73.17,22.37,73.22,23.99,64,0,9.84,2.18
Low,A36A,INDORES03DEL03,haze,Meal,motorcycle,20,4.9,22.751.857,75.866.699,22.781.857,75.896.699,22.17,60,0,5.86,21.63
Low,D847,KOCRES20DEL02,light rain,Drinks,electric_scooter,30,4.5,9.979.186,76.317.361,9.999.186,76.337.361,25.68,83,0.45,4.47,32.43797677
Low,8DFB,MUMRES12DEL03,clear sky,Buffet,scooter,34,4.6,19.207.222,72.972.281,19.237.222,73.002.281,28.05,49,0,4.74,1.63
Low,4669,HYDRES07DEL03,haze,Snack,motorcycle,38,4.6,17.424.114,78.347.554,17.454.114,78.377.554,22.71,60,0,7.2,18.33
Low,1C63,MUMRES12DEL03,clear sky,Buffet,motorcycle,39,4.6,19.207.222,72.972.281,19.237.222,73.002.281,28.05,49,0,4.74,1.63
Low,6059,MYSRES16DEL03,clear sky,Drinks,motorcycle,22,4.7,12.316.967,76.603.067,12.346.967,76.633.067,20.47,68,0,6.79,28.41
Low,75B1,INDORES05DEL02,haze,Buffet,motorcycle,21,4.8,22.727.021,75.884.167,22.747.021,75.904.167,22.08,60,0,4.15,19.45
Low,4189,MUMRES07DEL01,smoke,Drinks,motorcycle,29,4.4,19.091.458,72.827.808,19.101.458,72.837.808,27.97,57,0,3.85,31.61
Low,3A74,SURRES010DEL01,mist,Buffet,motorcycle,27,4.8,2.117.106,72.789.292,2.121.106,72.829.292,24.94,73,0,7.48,2.49
Low,1C37,MYSRES17DEL02,clear sky,Buffet,motorcycle,39,4.9,12.326.356,76.619.103,12.346.356,76.639.103,20.47,68,0,4.63,17.23
Low,D476,KOCRES15DEL01,light rain,Drinks,scooter,31,4.9,10.027.364,76.308.258,10.067.364,76.348.258,25.16,85,0.41,7.39,32.43797677
Low,3B1D,MUMRES05DEL02,smoke,Buffet,motorcycle,26,4.5,18.927.584,72.832.585,18.947.584,72.852.585,28.05,57,0,4.2,2.36
Low,3988,MUMRES14DEL02,smoke,Drinks,motorcycle,39,4.6,191.813,72.836.191,192.013,72.856.191,27.93,57,0,4.4,31.73
Low,9910,MUMRES05DEL02,smoke,Buffet,motorcycle,39,4.9,18.927.584,72.832.585,18.947.584,72.852.585,28.05,57,0,4.2,2.36
Low,85BD,PUNERES01DEL01,clear sky,Buffet,motorcycle,34,4.8,18.569.156,73.774.723,18.579.156,73.784.723,22.64,50,0,4.47,1.75
Low,A89F,VADRES01DEL03,haze,Drinks,scooter,25,4,22.307.898,73.167.788,22.337.898,73.197.788,24,64,0,7.41,26.15
Low,9A7,SURRES06DEL03,mist,Snack,motorcycle,27,3.7,21.185.047,7.280.859,21.215.047,7.283.859,24.92,73,0,6.42,23.43
Low,9301,MYSRES12DEL03,clear sky,Snack,motorcycle,34,4.6,12.284.747,76.625.861,12.314.747,76.655.861,20.46,68,0,7.01,2.25
Low,6744,PUNERES16DEL02,clear sky,Snack,motorcycle,35,4.8,18.536.718,73.830.327,18.556.718,73.850.327,22.81,49,0,5.18,20.25
Low,A7EB,RANCHIRES17DEL03,mist,Buffet,motorcycle,20,4.7,23.374.878,85.335.739,23.404.878,85.365.739,20.01,83,0,6.03,25.75
Low,54B0,PUNERES14DEL02,clear sky,Snack,motorcycle,31,4,18.516.216,73.842.527,18.536.216,73.862.527,22.93,49,0,4.37,1.96
Low,5C6,PUNERES05DEL03,clear sky,Snack,scooter,29,4.6,18.543.626,73.905.101,18.573.626,73.935.101,23.03,48,0,6.28,2.16
Low,BF79,DEHRES03DEL01,clear sky,Buffet,scooter,29,4.6,30.335.259,78.053.162,30.375.259,78.093.162,16.85,79,0,7.22,19.53
Low,BF97,DEHRES04DEL02,clear sky,Buffet,motorcycle,29,4.6,30.340.722,78.060.221,30.360.722,78.080.221,17.24,78,0,4.4,14.33
Low,7D65,BANGRES03DEL02,haze,Buffet,motorcycle,37,4.7,12.979.166,77.640.709,12.999.166,77.660.709,22.99,72,0,4.37,2.03
Low,1355,RANCHIRES20DEL02,mist,Drinks,motorcycle,28,4.4,2.339.925,85.390.464,2.344.925,85.440.464,20.2,83,0,8.61,2.85
Low,7BE3,COIMBRES08DEL01,haze,Snack,motorcycle,32,4.9,11.001.852,76.976.268,11.011.852,76.986.268,25.93,73,0,3.04,16.03
Low,7A89,JAPRES19DEL03,haze,Meal,electric_scooter,26,5,26.913.726,7.575.282,26.943.726,7.578.282,23.6,46,0,7.34,2.13
Low,C43A,KOLRES20DEL02,haze,Snack,motorcycle,34,4.8,22.514.119,88.362.504,22.534.119,88.382.504,27.98,65,0,4.61,2.54
Low,8D3,INDORES20DEL02,haze,Meal,motorcycle,36,4.9,22.732.225,75.874.765,22.752.225,75.894.765,22.09,60,0,3.45,13.51
Low,5DA7,BANGRES01DEL02,haze,Meal,motorcycle,33,5,12.933.284,77.615.428,12.953.284,77.635.428,23.3,71,0,5.39,2.19
Low,ACBE,CHENRES04DEL02,mist,Snack,motorcycle,25,4.8,1.302.978,80.208.812,1.304.978,80.228.812,28.33,81,0,4.57,22.26
Low,B1C,CHENRES13DEL02,mist,Drinks,motorcycle,20,5,13.027.018,80.254.791,13.047.018,80.274.791,28.48,81,0,4.97,28.88
Low,5.00E+90,CHENRES09DEL02,mist,Snack,scooter,39,4.9,13.044.694,8.026.147,13.064.694,8.028.147,28.37,81,0,5.02,22.75
Low,3ED4,MUMRES09DEL02,smoke,Meal,motorcycle,34,4.9,18.994.049,72.825.203,19.014.049,72.845.203,27.99,57,0,5.08,2.19
Low,AE40,INDORES12DEL03,haze,Drinks,electric_scooter,36,4.8,2.274.806,758.934,2.277.806,759.234,22.12,60,0,6.42,2.88
Low,DD7C,ALHRES05DEL03,clear sky,Meal,scooter,22,4.7,25.457.687,81.835.585,25.487.687,81.865.585,25.38,43,0,5.25,12.68
Low,2575,CHENRES20DEL02,mist,Snack,motorcycle,32,4.8,12.975.996,80.221.898,12.995.996,80.241.898,28.51,81,0,4.22,21.25
Low,DCC2,AURGRES17DEL02,haze,Drinks,motorcycle,33,4.2,19.876.994,75.372.353,19.896.994,75.392.353,21.93,60,0,4.1,27.11
Low,1A0F,BANGRES13DEL03,haze,Drinks,scooter,36,4.9,12.935.662,7.761.413,12.965.662,7.764.413,23.2,72,0,6.53,29.08
Low,CFB6,KOLRES03DEL01,haze,Meal,scooter,34,4.9,22.526.461,88.364.453,22.536.461,88.374.453,27.97,65,0,2.49,12.83
Low,59FF,RANCHIRES01DEL01,mist,Snack,scooter,34,4.6,23.416.792,85.316.842,23.456.792,85.356.842,20.06,83,0,12.24,23.06
Low,5CB,MUMRES09DEL02,smoke,Snack,scooter,29,4.6,18.994.049,72.825.203,19.014.049,72.845.203,27.99,57,0,5.08,2.59
Low,77A3,VADRES11DEL03,haze,Drinks,motorcycle,24,4.1,22.308.096,73.167.753,22.338.096,73.197.753,24,64,0,7.37,25.96
Low,7EED,CHENRES15DEL02,mist,Meal,scooter,35,4.9,13.026.286,80.275.235,13.046.286,80.295.235,28.48,81,0,3.19,14.56
Low,C899,DEHRES09DEL03,clear sky,Snack,motorcycle,35,4.5,30.332.735,78.054.222,30.362.735,78.084.222,17.24,78,0,5.78,19.21
Low,843F,VADRES01DEL02,haze,Snack,motorcycle,37,4.7,22.307.898,73.167.788,22.327.898,73.187.788,23.99,64,0,5.41,17.75
Low,80F2,INDORES12DEL02,haze,Drinks,scooter,30,4.7,2.274.806,758.934,2.276.806,759.134,22.11,60,0,4.46,23.73
Low,A6D7,COIMBRES01DEL02,haze,Meal,motorcycle,24,4.9,11.016.298,76.972.076,11.036.298,76.992.076,25.86,73,0,3.77,1.63
Low,D1FD,ALHRES08DEL03,clear sky,Meal,motorcycle,37,4.6,25.450.329,81.834.279,25.480.329,81.864.279,25.35,43,0,7.26,20.06
Low,B288,SURRES06DEL03,mist,Snack,scooter,37,4.5,21.185.047,7.280.859,21.215.047,7.283.859,24.92,73,0,6.42,23.43
Low,B460,MYSRES01DEL01,clear sky,Snack,motorcycle,21,4,12.311.072,76.654.878,12.321.072,76.664.878,20.46,68,0,3.15,15.33
Low,192C,MUMRES05DEL01,smoke,Meal,scooter,35,4.9,18.927.584,72.832.585,18.937.584,72.842.585,28.01,57,0,4.77,23.18
Low,3AF5,VADRES19DEL03,haze,Snack,scooter,24,5,22.311.844,73.165.081,22.341.844,73.195.081,24,64,0,6.68,19.78
Low,9A30,INDORES09DEL02,haze,Drinks,scooter,25,4.5,22.725.835,75.887.648,22.745.835,75.907.648,22.07,60,0,4.2,27.53
Low,2B58,SURRES02DEL03,mist,Snack,motorcycle,31,4.5,21.186.608,72.794.136,21.216.608,72.824.136,24.94,73,0,5.58,2.24
Low,38D7,BANGRES20DEL01,haze,Snack,motorcycle,36,4.7,12.972.161,77.596.014,12.982.161,77.606.014,23.02,71,0,2.68,19.78
Low,A4AA,SURRES14DEL02,mist,Meal,electric_scooter,38,4.2,21.157.729,72.768.726,21.177.729,72.788.726,25.02,73,0,4.37,18.21
Low,D9CD,KOCRES02DEL02,light rain,Drinks,motorcycle,34,4.2,10.028.047,76.310.019,10.048.047,76.330.019,25.3,84,0.4,5.29,32.43797677
Low,B024,PUNERES06DEL02,clear sky,Drinks,motorcycle,30,5,18.546.258,73.904.337,18.566.258,73.924.337,22.98,48,0,4.73,2.49
Low,CAB5,KOCRES03DEL03,light rain,Meal,electric_scooter,38,4.9,10.020.683,76.310.631,10.050.683,76.340.631,25.27,84,0.42,6.56,32.43797677
Low,4CD1,MYSRES05DEL02,clear sky,Drinks,motorcycle,23,4.7,12.323.978,76.627.961,12.343.978,76.647.961,20.56,68,0,4.86,23.05
Low,C536,DEHRES03DEL03,clear sky,Buffet,motorcycle,35,4.6,30.335.259,78.053.162,30.365.259,78.083.162,17.1,78,0,5,1.49
Low,8F16,CHENRES11DEL02,mist,Meal,scooter,37,4.9,13.064.181,80.236.442,13.084.181,80.256.442,28.28,81,0,4.99,19.41
Low,DDD7,KOCRES19DEL02,light rain,Buffet,motorcycle,32,5,9.960.846,76.293.936,9.980.846,76.313.936,26.1,81,0.38,4.41,32.43797677
Low,A6FA,INDORES03DEL02,haze,Snack,scooter,30,4.9,22.751.857,75.866.699,22.771.857,75.886.699,22.18,60,0,3.93,18.86
Low,90FE,MUMRES18DEL02,smoke,Meal,motorcycle,31,4.1,191.093,72.825.451,191.293,72.845.451,27.95,57,0,4.44,25.75
Low,5AE8,PUNERES04DEL02,clear sky,Buffet,motorcycle,35,4.2,1.851.421,73.838.429,1.853.421,73.858.429,22.93,49,0,4.29,18.85
Low,5DA8,VADRES14DEL01,haze,Buffet,motorcycle,30,4.6,22.311.603,73.165.012,22.351.603,73.205.012,24,64,0,8.42,21.23
Low,8C40,CHENRES11DEL01,mist,Buffet,motorcycle,29,4.3,13.064.181,80.236.442,13.074.181,80.246.442,28.32,81,0,4.23,16.18
Low,2.00E+21,INDORES02DEL01,haze,Meal,motorcycle,25,4.9,22.651.847,75.881.991,22.691.847,75.921.991,21.92,60,0,9.79,17.26
Low,C2F7,LUDHRES12DEL02,clear sky,Buffet,electric_scooter,23,4.6,30.893.244,75.821.817,30.913.244,75.841.817,23.83,39,0,4.03,13.65
Low,76F5,HYDRES15DEL02,haze,Drinks,motorcycle,31,4.3,1.745.971,78.368.855,1.747.971,78.388.855,22.66,60,0,4.35,21.55
Low,B0D4,COIMBRES14DEL02,haze,Drinks,scooter,20,4.7,11.003.681,76.975.525,11.023.681,76.995.525,25.95,73,0,3.9,21.85
Low,7A6F,CHENRES05DEL02,mist,Buffet,scooter,22,5,13.058.616,80.264.151,13.078.616,80.284.151,28.35,81,0,5.09,22.51
Low,51DE,COIMBRES20DEL01,haze,Snack,scooter,34,4.4,10.994.136,76.963.303,11.034.136,77.003.303,25.88,73,0,7.57,25.41
Low,6C78,BANGRES07DEL01,haze,Snack,scooter,24,4.9,12.978.453,77.643.685,12.988.453,77.653.685,22.98,72,0,2.42,18.66
Low,BE32,SURRES15DEL02,mist,Meal,motorcycle,36,4.9,21.160.522,72.771.477,21.180.522,72.791.477,25.02,73,0,3.46,1.57
Low,1656,CHENRES19DEL03,mist,Buffet,motorcycle,38,4.3,12.986.047,80.218.114,13.016.047,80.248.114,28.53,81,0,8.68,2.53
Low,21FC,BANGRES03DEL02,haze,Snack,motorcycle,34,5,12.979.166,77.640.709,12.999.166,77.660.709,22.99,72,0,4.37,20.41
Low,7CA2,JAPRES16DEL01,haze,Drinks,motorcycle,30,4.9,26.849.596,75.800.512,26.889.596,75.840.512,23.38,46,0,8.44,28.46
Low,22D0,SURRES01DEL01,mist,Meal,motorcycle,37,4.8,21.186.438,72.794.115,21.226.438,72.834.115,24.94,73,0,7,22.16
Low,25F3,COIMBRES18DEL02,haze,Meal,scooter,21,4.6,1.102.091,76.940.432,1.104.091,76.960.432,25.78,73,0,4.6,16.26
Low,A574,JAPRES16DEL01,haze,Meal,scooter,35,4.8,26.849.596,75.800.512,26.889.596,75.840.512,23.38,46,0,7.51,1.95
Low,2772,INDORES14DEL02,haze,Meal,motorcycle,22,4.8,22.761.593,75.886.362,22.781.593,75.906.362,22.14,60,0,7.39,2.07
Low,C395,ALHRES05DEL01,clear sky,Snack,motorcycle,35,4.5,25.457.687,81.835.585,25.497.687,81.875.585,25.45,43,0,7.03,24.91
Low,C7D9,KOLRES09DEL01,haze,Snack,electric_scooter,29,4.6,22.515.082,8.836.783,22.525.082,8.837.783,27.99,65,0,3.03,19.01
Low,5E5F,MUMRES19DEL01,smoke,Meal,motorcycle,37,4.8,19.131.141,72.813.074,1.914.114,72.823.074,28.01,57,0,3.46,2.07
Low,3.00E+44,MUMRES11DEL01,smoke,Meal,motorcycle,24,4.1,18.994.237,72.825.553,19.004.237,72.835.553,27.99,57,0,5.04,21.45
Low,DDE0,BHPRES17DEL03,clear sky,Buffet,scooter,35,4.5,23.218.998,77.373.573,23.248.998,77.403.573,22.27,42,0,6.41,19.65
Low,8DE0,RANCHIRES08DEL03,mist,Drinks,scooter,21,4.9,23.353.783,85.326.967,23.383.783,85.356.967,20.14,83,0,5.55,31.95
Low,D54E,GOARES15DEL01,mist,Buffet,scooter,26,4.6,1.551.315,7.378.346,1.552.315,7.379.346,28.76,74,0,4.57,18.46
Low,58A5,INDORES010DEL03,haze,Snack,motorcycle,36,4.7,2.275.004,75.902.847,2.278.004,75.932.847,22.09,60,0,7.68,22.56
Low,8.10E+08,JAPRES04DEL02,haze,Buffet,motorcycle,39,4.8,26.902.328,75.794.257,26.922.328,75.814.257,23.62,46,0,4.05,16.23
Low,AF52,MUMRES02DEL01,smoke,Drinks,motorcycle,39,4.1,19.221.315,72.862.381,19.231.315,72.872.381,27.77,57,0,2.58,25.03
Low,2843,PUNERES010DEL01,clear sky,Meal,motorcycle,34,5,18.539.299,73.897.902,18.549.299,73.907.902,23.04,48,0,2.79,14.46
Low,AFC8,MUMRES19DEL01,smoke,Meal,scooter,38,4.9,19.131.141,72.813.074,1.914.114,72.823.074,28.01,57,0,3.46,2.07
Low,5A0D,JAPRES11DEL02,haze,Snack,scooter,26,4.8,2.690.294,75.793.007,2.692.294,75.813.007,23.62,46,0,3.76,17.83
Low,D66,SURRES06DEL02,mist,Meal,electric_scooter,29,4.6,21.185.047,7.280.859,21.205.047,7.282.859,24.94,73,0,5.44,18.85
